3.852089193599488870e-01,6.147910806400511685e-01
4.160107219075472873e-01,5.839892780924527127e-01
4.891323891265914603e-01,5.108676108734083732e-01
5.490959375227777439e-01,4.509040624772222006e-01
5.505395981128035077e-01,4.494604018871964923e-01
9.389455955747567639e-01,6.105440442524325689e-02
6.031794539200250327e-01,3.968205460799748563e-01
5.203146244117430319e-01,4.796853755882568571e-01
4.254260949947517578e-01,5.745739050052482977e-01
5.928087158328724238e-01,4.071912841671275207e-01
7.467523512035113553e-01,2.532476487964887002e-01
6.309803033750456258e-01,3.690196966249544297e-01
8.192693613744037595e-01,1.807306386255962405e-01
4.148133545788483256e-01,5.851866454211515078e-01
3.665445951698710902e-01,6.334554048301288542e-01
2.916460947052070263e-01,7.083539052947928072e-01
1.080431228219737166e-01,8.919568771780262972e-01
4.667330015316067948e-01,5.332669984683932052e-01
3.586479196931435243e-01,6.413520803068565312e-01
6.706842303741616940e-01,3.293157696258383615e-01
4.671024824503506312e-01,5.328975175496493133e-01
4.985123642074394956e-01,5.014876357925606154e-01
3.887033949597171190e-01,6.112966050402828255e-01
7.251008398823491907e-01,2.748991601176508093e-01
9.147961781054314567e-01,8.520382189456851552e-02
5.056990349556799158e-01,4.943009650443200842e-01
4.754018591340015698e-01,5.245981408659983192e-01
3.507638507896113089e-01,6.492361492103886356e-01
3.849652480319548098e-01,6.150347519680452457e-01
2.104476430154890165e-01,7.895523569845109835e-01
2.923409052280457887e-01,7.076590947719541003e-01
4.568781755570318626e-01,5.431218244429681929e-01
3.976381702277129171e-01,6.023618297722871384e-01
9.932257432533510011e-01,6.774256746648970283e-03
5.783457475605554565e-01,4.216542524394446545e-01
6.805746470140201509e-01,3.194253529859799046e-01
2.879817957577469056e-01,7.120182042422530388e-01
3.505184017503263361e-01,6.494815982496736639e-01
5.336273143108797301e-01,4.663726856891203254e-01
4.812715919736027526e-01,5.187284080263974140e-01
2.112128228891305970e-01,7.887871771108694308e-01
2.868381147876267745e-01,7.131618852123733365e-01
6.207687379738640043e-01,3.792312620261361622e-01
1.527122968219888632e-01,8.472877031780110535e-01
1.675542030080926503e-01,8.324457969919074607e-01
5.102744695015385724e-03,9.948972553049846290e-01
7.431811285548830526e-01,2.568188714451167809e-01
6.956379184212375666e-01,3.043620815787623779e-01
6.952619784535493119e-01,3.047380215464507436e-01
9.982029759564693405e-01,1.797024043530725613e-03
3.834053045843263119e-01,6.165946954156735771e-01
4.480936508462668444e-01,5.519063491537332666e-01
7.433518645035170902e-01,2.566481354964829653e-01
1.910233907752079408e-01,8.089766092247920870e-01
9.997550706948333810e-01,2.449293051665498658e-04
9.999744821067712008e-01,2.551789322881076096e-05
9.999744594713435575e-01,2.554052865655999155e-05
5.255680082249777341e-01,4.744319917750222104e-01
4.083965884102059296e-01,5.916034115897941259e-01
3.966060917995370971e-01,6.033939082004629029e-01
4.109806899266442159e-01,5.890193100733557285e-01
3.662713623195464896e-01,6.337286376804535104e-01
2.146235294721004494e-01,7.853764705278994951e-01
2.183683661307810053e-01,7.816316338692190779e-01
4.148133545788483256e-01,5.851866454211515078e-01
4.138763911500693005e-01,5.861236088499306440e-01
3.551840973216097708e-01,6.448159026783901737e-01
5.146791417329925622e-01,4.853208582670073823e-01
9.987346226550585238e-01,1.265377344941349394e-03
1.880845293906804883e-01,8.119154706093195673e-01
1.944796259759854207e-01,8.055203740240145516e-01
2.258977304452748358e-01,7.741022695547251642e-01
1.266582073876310610e-01,8.733417926123689945e-01
4.343534404114176573e-01,5.656465595885823427e-01
4.309366578176047624e-01,5.690633421823952931e-01
6.448622913724517680e-01,3.551377086275481210e-01
4.536672696690149387e-01,5.463327303309851724e-01
4.079860514125216442e-01,5.920139485874782448e-01
4.125026554940637857e-01,5.874973445059361588e-01
3.443862685608962138e-01,6.556137314391038418e-01
3.443862685608962138e-01,6.556137314391038418e-01
3.443862685608962138e-01,6.556137314391038418e-01
1.129912876147406639e-02,9.887008712385259024e-01
4.541336748117245220e-03,9.954586632518827027e-01
5.866662143704125948e-02,9.413333785629586226e-01
9.486202399520848871e-02,9.051379760047914003e-01
1.874861395482582127e-01,8.125138604517416763e-01
6.183599562219689316e-01,3.816400437780311239e-01
5.123497656135943545e-01,4.876502343864055344e-01
4.902710880190114251e-01,5.097289119809884639e-01
5.123520756180046654e-01,4.876479243819954457e-01
3.342064316260380252e-01,6.657935683739619748e-01
3.342291349011117241e-01,6.657708650988882759e-01
5.448050223557830002e-02,9.455194977644216792e-01
1.725138583617575466e-02,9.827486141638241968e-01
3.931037657622640236e-01,6.068962342377359764e-01
4.410012434469569031e-01,5.589987565530430969e-01
1.936952393095434655e-01,8.063047606904565345e-01
2.654310541069570401e-02,9.734568945893042891e-01
7.896551055091479907e-03,9.921034489449084282e-01
1.264045767533833742e-01,8.735954232466166536e-01
4.070552759984829017e-01,5.929447240015169873e-01
5.230307329712409192e-01,4.769692670287589698e-01
3.740664018468138341e-01,6.259335981531862769e-01
2.820018848376051879e-01,7.179981151623947566e-01
4.353457894496808311e-01,5.646542105503191689e-01
3.458676024230709634e-01,6.541323975769290922e-01
9.740639392365241234e-02,9.025936060763476432e-01
4.140294703792271602e-01,5.859705296207728953e-01
3.635237657052335369e-01,6.364762342947665186e-01
3.390992859252413005e-01,6.609007140747586995e-01
3.524883875698548441e-01,6.475116124301451004e-01
2.709088124977370726e-01,7.290911875022629829e-01
4.506147631706700629e-01,5.493852368293300481e-01
7.317658201911477756e-01,2.682341798088521689e-01
5.175486796275808876e-01,4.824513203724191679e-01
4.016684839226621340e-01,5.983315160773378105e-01
4.016684839226621340e-01,5.983315160773378105e-01
9.892290644914761844e-01,1.077093550852383647e-02
3.011430749784735905e-01,6.988569250215265205e-01
3.695960968028085269e-01,6.304039031971915286e-01
5.412540756438481010e-02,9.458745924356151136e-01
2.372480699572707685e-01,7.627519300427291205e-01
7.552870969901182008e-01,2.447129030098818270e-01
