labels 0 1
0 0.938812 0.0611883
1 0.391364 0.608636
1 0.391051 0.608949
1 0.391445 0.608555
0 0.749181 0.250819
1 0.409921 0.590079
0 0.909149 0.0908515
1 0.288002 0.711998
1 0.337475 0.662525
1 0.287892 0.712108
0 0.843932 0.156068
0 0.844222 0.155778
1 0.381778 0.618222
0 0.579963 0.420037
0 0.529818 0.470182
0 0.918293 0.0817067
0 0.895504 0.104496
1 0.161516 0.838484
1 0.20432 0.79568
1 0.403586 0.596414
1 0.231871 0.768129
1 0.478171 0.521829
1 0.309146 0.690854
1 0.300846 0.699154
1 0.306918 0.693082
1 0.291732 0.708268
0 0.857085 0.142915
0 0.876383 0.123617
0 0.876428 0.123572
1 0.176742 0.823258
1 0.381944 0.618056
0 0.5 0.5
1 0.176767 0.823233
1 0.186652 0.813348
1 0.319926 0.680074
0 0.71649 0.28351
0 0.854928 0.145072
0 0.706949 0.293051
1 0.314616 0.685384
1 0.18299 0.81701
1 0.184416 0.815584
0 0.930823 0.0691775
1 0.264197 0.735803
0 0.846173 0.153827
1 0.161513 0.838487
1 0.321872 0.678128
1 0.192898 0.807102
1 0.341542 0.658458
1 0.215494 0.784506
1 0.299734 0.700266
1 0.311549 0.688451
1 0.0554343 0.944566
1 0.244393 0.755607
1 0.258531 0.741469
1 0.27306 0.72694
0 0.857503 0.142497
0 0.712549 0.287451
0 0.713374 0.286626
0 0.572402 0.427598
1 0.339955 0.660045
1 0.248109 0.751891
1 0.276841 0.723159
1 0.266606 0.733394
1 0.303176 0.696824
0 0.58062 0.41938
1 0.160582 0.839418
1 0.229141 0.770859
1 0.420043 0.579957
1 0.454227 0.545773
0 0.924401 0.0755994
1 0.300002 0.699998
0 0.558648 0.441352
1 0.35487 0.64513
1 0.289337 0.710663
1 0.354954 0.645046
1 0.299759 0.700241
0 0.5 0.5
1 0.330821 0.669179
1 0.271771 0.728229
1 0.270116 0.729884
1 0.434702 0.565298
0 0.938526 0.0614745
0 0.5 0.5
0 0.779084 0.220916
1 0.269731 0.730269
1 0.176918 0.823082
0 0.72088 0.27912
0 0.699278 0.300722
0 0.688542 0.311458
1 0.176944 0.823056
1 0.236907 0.763093
1 0.208532 0.791468
0 0.5 0.5
0 0.823562 0.176438
0 0.865376 0.134624
0 0.808602 0.191398
0 0.612086 0.387914
1 0.414696 0.585304
0 0.860596 0.139404
0 0.86095 0.13905
0 0.668669 0.331331
1 0.364004 0.635996
1 0.128995 0.871005
1 0.489537 0.510463
1 0.234768 0.765232
1 0.234721 0.765279
1 0.331063 0.668937
1 0.176805 0.823195
1 0.176074 0.823926
1 0.43656 0.56344
0 0.826941 0.173059
1 0.301168 0.698832
1 0.350439 0.649561
1 0.342784 0.657216
1 0.176918 0.823082
1 0.204955 0.795045
0 0.689153 0.310847
0 0.553364 0.446636
0 0.608215 0.391785
1 0.463286 0.536714
0 0.823544 0.176456
1 0.169136 0.830864
1 0.155535 0.844465
1 0.330613 0.669387
1 0.292234 0.707766
1 0.356573 0.643427
0 0.576365 0.423635
1 0.310251 0.689749
0 0.549753 0.450247
0 0.75538 0.24462
1 0.205022 0.794978
1 0.222149 0.777851
0 0.91268 0.0873195
1 0.264121 0.735879
1 0.181267 0.818733
0 0.930913 0.069087
1 0.486865 0.513135
0 0.893662 0.106338
0 0.939591 0.0604095
0 0.547543 0.452457
1 0.378495 0.621505
1 0.364502 0.635498
1 0.469672 0.530328
1 0.486103 0.513897
0 0.904677 0.0953235
0 0.526112 0.473888
1 0.322363 0.677637
1 0.15434 0.84566
1 0.268305 0.731695
1 0.438587 0.561413
0 0.930852 0.0691477
0 0.679676 0.320324
0 0.56509 0.43491
0 0.796315 0.203685
0 0.782698 0.217302
0 0.515789 0.484211
0 0.715876 0.284124
0 0.876521 0.123479
1 0.29645 0.70355
0 0.543459 0.456541
1 0.359335 0.640665
1 0.401057 0.598943
1 0.345647 0.654353
1 0.20388 0.79612
1 0.288873 0.711127
1 0.291893 0.708107
1 0.271583 0.728417
1 0.343787 0.656213
1 0.296083 0.703917
1 0.299489 0.700511
1 0.248513 0.751487
1 0.265699 0.734301
1 0.350505 0.649495
1 0.15118 0.84882
0 0.930589 0.0694112
0 0.868883 0.131117
0 0.858443 0.141557
1 0.187794 0.812206
1 0.493852 0.506148
0 0.514063 0.485937
1 0.254811 0.745189
1 0.259237 0.740763
1 0.271425 0.728575
0 0.928685 0.0713147
0 0.687043 0.312957
0 0.625371 0.374629
1 0.0704086 0.929591
1 0.315305 0.684695
1 0.203709 0.796291
1 0.233313 0.766687
0 0.929215 0.0707855
1 0.396518 0.603482
1 0.218255 0.781745
0 0.743923 0.256077
1 0.235553 0.764447
1 0.217037 0.782963
1 0.238838 0.761162
0 0.822873 0.177127
1 0.176792 0.823208
1 0.307216 0.692784
0 0.567888 0.432112
0 0.513741 0.486259
0 0.849375 0.150625
0 0.930026 0.0699741
1 0.176787 0.823213
1 0.288764 0.711236
1 0.387391 0.612609
1 0.290396 0.709604
1 0.375574 0.624426
1 0.383062 0.616938
1 0.176787 0.823213
0 0.5 0.5
0 0.873502 0.126498
1 0.306027 0.693973
1 0.179365 0.820635
0 0.939701 0.0602986
1 0.282554 0.717446
1 0.320971 0.679029
1 0.308452 0.691548
1 0.477633 0.522367
1 0.47698 0.52302
1 0.176076 0.823924
0 0.729609 0.270391
0 0.937753 0.0622466
1 0.306197 0.693803
1 0.365237 0.634763
1 0.436057 0.563943
1 0.407035 0.592965
1 0.436547 0.563453
0 0.827486 0.172514
0 0.535389 0.464611
0 0.653595 0.346405
0 0.905893 0.0941069
1 0.230998 0.769002
1 0.237917 0.762083
1 0.165086 0.834914
1 0.337876 0.662124
1 0.337855 0.662145
1 0.420066 0.579934
0 0.917723 0.0822769
0 0.81921 0.18079
1 0.204948 0.795052
1 0.309374 0.690626
0 0.82317 0.17683
1 0.402848 0.597152
0 0.514454 0.485546
0 0.70356 0.29644
0 0.510003 0.489997
1 0.311648 0.688352
1 0.423736 0.576264
1 0.44653 0.55347
0 0.523675 0.476325
0 0.722708 0.277292
1 0.22421 0.77579
1 0.281439 0.718561
1 0.355357 0.644643
1 0.416943 0.583057
0 0.691823 0.308177
1 0.301136 0.698864
0 0.69333 0.30667
1 0.287124 0.712876
1 0.351175 0.648825
1 0.176657 0.823343
1 0.279165 0.720835
0 0.793284 0.206716
1 0.37679 0.62321
1 0.220425 0.779575
1 0.36166 0.63834
1 0.29827 0.70173
1 0.36696 0.63304
0 0.74242 0.25758
0 0.780387 0.219613
1 0.128158 0.871842
1 0.291856 0.708144
1 0.474303 0.525697
0 0.874326 0.125674
1 0.48166 0.51834
1 0.291867 0.708133
1 0.438679 0.561321
0 0.593698 0.406302
1 0.333403 0.666597
1 0.270703 0.729297
1 0.352395 0.647605
0 0.506805 0.493195
1 0.264615 0.735385
1 0.286407 0.713593
1 0.276348 0.723652
0 0.529441 0.470559
1 0.294333 0.705667
1 0.294503 0.705497
1 0.339986 0.660014
0 0.765166 0.234834
0 0.930949 0.0690506
1 0.342916 0.657084
1 0.299971 0.700029
1 0.30698 0.69302
1 0.345795 0.654205
1 0.351989 0.648011
1 0.273026 0.726974
1 0.294124 0.705876
1 0.285009 0.714991
1 0.264452 0.735548
1 0.355949 0.644051
1 0.430317 0.569683
0 0.558092 0.441908
1 0.29521 0.70479
1 0.256066 0.743934
1 0.285155 0.714845
1 0.300543 0.699457
0 0.880273 0.119727
1 0.189565 0.810435
0 0.930962 0.0690385
1 0.236151 0.763849
1 0.161234 0.838766
