ACCOUNT_ID,101093194,101093076,101093312,101128269,101128387,101149398,101149516,101149634,101149870,101149988,101150106,101150224,101150348,101150480,101150598,101150716,101150834,101150952,101151090,101151214,101151342,101151486,101151606,101151748,101151878,101152014,101152132,101152275,101152395,101152576,101152715,101152836,101152954,101153072,101153190,101153308,101153426,101153544,101153662,101183757,101183237,101183885,101184013,test
1000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000002,1,1,1,1,0,0,1,2,0,0,0,1,1,1,1,2,2,2,2,0,1,0,2,1,1,1,1,2,2,2,1,2,2,2,2,1,0,1,1,1,1,0,0,2
1000003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000004,1,1,1,2,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1000005,1,1,1,2,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1000006,1,1,1,1,1,2,1,1,2,1,0,1,2,1,2,0,1,1,2,2,1,0,2,1,1,1,1,2,0,2,1,1,0,1,1,1,2,1,2,1,1,1,2,2
1000007,1,1,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
1000009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000010,1,1,1,0,0,2,1,0,2,1,1,1,0,1,1,2,0,0,0,2,1,2,2,1,1,1,2,0,1,2,1,0,0,1,0,0,2,1,0,1,1,1,1,0
1000011,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,2,2,0,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1000013,1,1,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1000014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
1000015,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2
1000016,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
