Account_ID,Prediction
1000002,0.624384294922082
1000004,0.112247610446888
1000005,0.381623157334231
1000010,0.456571089429027
1000014,0.158521138974156
1000017,0.648707150424328
1000019,0.377704202747218
1000022,0.656482654525225
1000023,0.665221153956264
1000024,0.638650434826198
1000034,0.470467302911591
1000037,0.875120076784497
1000042,0.437698078986127
1000044,0.756379886104985
1000046,0.862305686933773
1000050,0.199712268696385
1000052,0.396149224329294
1000063,0.98226119652263
1000072,0.815380629924455
1000079,0.710595526522014
1000082,0.00926568200099478
1000089,0.56291005850813
1000100,0.907302296357349
1000101,0.461421051155085
1000104,0.624507710852047
1000111,0.988912300917284
1000113,0.965926266545441
1000115,0.711353501104028
1000122,0.568767277390011
1000124,0.456887404581399
1000125,0.0793157595246444
1000133,0.713978633873096
1000138,0.510463871899417
1000149,0.613638147925545
1000153,0.678610162650793
1000158,0.311853807418184
1000168,0
1000191,0.00892409978892507
1000195,0.218362747855943
1000196,0.308161525926168
1000202,0.994378231081119
1000206,0.225753609720291
1000207,0
1000212,0.889736264668517
1000219,0.825302793076983
1000220,0.437027434645801
1000235,0.0461403413510556
1000237,0.00340897249306112
1000240,0.798402215736263
1000249,0
1000253,0.399955501745336
1000258,0.593025601143361
1000273,0.835697744119089
1000274,0
1000275,0.72053802366777
1000280,0.866977250627189
1000283,0.484427088360015
1000287,0.617831632332026
1000292,0.291870350236796
1000303,0.904182666932116
1000304,0
1000306,0.41409850339849
1000310,0.93606906252139
1000312,0
1000314,0.162269785596542
1000316,0
1000320,0.479450099103554
1000353,0.431541803724467
1000359,0.57153975962206
1000366,0.602939704961557
1000381,0.69532239486874
1000382,0
1000383,0.595672175284105
1000384,0.576277358844881
1000396,0.537541048439577
1000399,0.265992705142215
1000404,0.921724305451213
1000407,0
1000423,0.318268013923831
1000444,0
1000445,0.413730906867412
1000449,0.686536684582789
1000452,0.72430638598506
1000457,0.612027252806378
1000459,0
1000465,0.00113523460457816
1000474,0.497900224798449
1000475,0.404125363141855
1000483,0.485720649888381
1000491,0.765330553030958
1000499,0.486743764820253
1000500,0.293123032826528
1000502,0.929075762685614
1000505,0
1000507,0.599287662000367
1000520,0.505011779681467
1000533,0.689967393944407
1000535,0.367194354999244
1000539,0
1000542,0
1000545,0.485148006594039
1000552,0.279410866768655
1000554,0
1000556,0.486347373580858
1000558,0.40457018884996
1000559,0
1000560,0.662213594944105
1000561,0.577112045185737
1000563,0.626146724659913
1000570,0.324525198476184
1000573,0.591011517882265
1000574,0.309712129181308
1000582,0.919454810294202
1000587,0.616863776728249
1000589,0.582364750261394
1000592,0.632084798738474
1000594,0.976102986055841
1000600,0.458700009985816
1000609,0
1000610,0.325928873802859
1000619,0.436547060685191
1000623,0
1000630,0
1000637,0.878083035106514
1000641,0
1000645,0.366446375246584
1000647,0.716044997467895
1000648,0.741350633237724
1000653,0.603277548568823
1000656,0
1000661,0.750025444583962
1000662,0.558581154902361
1000673,0.980816977451187
1000678,0.798478178387492
1000679,0.81847704133815
1000681,0.776154368046994
1000683,0.0189372424858974
1000684,0
1000685,0
1000696,0.797854920174468
